Product code,Product label,"Korea, Republic of's imports from Japan-Value in 2012","Korea, Republic of's imports from Japan-Value in 2013","Korea, Republic of's imports from Japan-Value in 2014","Korea, Republic of's imports from Japan-Value in 2015","Korea, Republic of's imports from Japan-Value in 2016","Korea, Republic of's imports from Japan-Value in 2017","Korea, Republic of's imports from Japan-Value in 2018","Korea, Republic of's imports from Japan-Value in 2019","Korea, Republic of's imports from Japan-Value in 2020","Korea, Republic of's imports from Japan-Value in 2021",Japan's exports to world- ,Japan's exports to world-Value in 2012,Japan's exports to world-Value in 2013,Japan's exports to world-Value in 2014,Japan's exports to world-Value in 2015,Japan's exports to world-Value in 2016,Japan's exports to world-Value in 2017,Japan's exports to world-Value in 2018,Japan's exports to world-Value in 2019,Japan's exports to world-Value in 2020,Japan's exports to world-Value in 2021,"Korea, Republic of's imports from world- ","Korea, Republic of's imports from world-Value in 2012","Korea, Republic of's imports from world-Value in 2013","Korea, Republic of's imports from world-Value in 2014","Korea, Republic of's imports from world-Value in 2015","Korea, Republic of's imports from world-Value in 2016","Korea, Republic of's imports from world-Value in 2017","Korea, Republic of's imports from world-Value in 2018","Korea, Republic of's imports from world-Value in 2019","Korea, Republic of's imports from world-Value in 2020","Korea, Republic of's imports from world-Value in 2021"
960719,Slide fasteners (excluding fitted with chain scoops of base metal),3037,2792,2445,872,692,567,378,414,304,283,,93632,79289,67597,65968,71525,75666,77386,76704,65161,66929,,8247,8469,9318,7599,6419,7108,8216,8942,10137,12134
620219,"Women's or girls' overcoats, raincoats, car coats, capes, cloaks and similar articles, of textile ...",10,27,38,78,112,88,104,72,117,282,,153,131,318,254,277,523,312,422,333,403,,4428,4369,6838,8625,8157,8068,7977,8187,6989,5432
370191,"Photographic plates and film in the flat, sensitised, unexposed, of any material other than ...""",1465,1213,1046,0,3,42,210,306,163,282,,893,700,503,444,282,280,275,347,239,220,,1604,1495,1385,117,587,2547,316,333,187,311
961100,"Hand-operated date, sealing or numbering stamps, and the like; hand-operated composing sticks ...",250,207,197,215,177,656,299,318,254,280,,12585,11361,10892,9705,9886,8680,7967,7599,6029,7323,,2968,3007,3542,3840,4161,6022,6133,5343,5657,6503
830629,"Statuettes and other ornaments, of base metal, not plated with precious metal (excluding works ...",168,128,255,194,208,199,191,177,195,278,,4768,5056,6964,4942,4455,4305,5173,8692,11044,14455,,9974,6648,6080,7257,8288,8076,10144,9145,7617,9974
293719,"Polypeptide hormones, protein hormones and glycoprotein hormones, their derivatives and structural ...",131,165,136,203,251,49,380,68,139,278,,1321,1554,559,907,1469,2358,1437,1222,1653,2597,,1609,1489,2161,2967,4189,8768,11929,16522,21966,31324
520959,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, printed ...",57,116,192,319,513,472,569,445,268,277,,1434,4509,2037,1264,1494,978,1007,955,711,1734,,964,932,1594,1258,1047,993,1301,941,933,925
140490,Vegetable products n.e.s,290,285,304,232,281,323,285,371,237,276,,1858,1749,1712,1400,1460,1371,1794,1454,1272,1486,,36232,42719,50400,73132,86830,70083,80761,91699,87848,87244
902110,Orthopaedic or fracture appliances,102,84,73,480,212,75,154,98,141,275,,16042,15898,14204,13711,17196,17964,17926,16364,14110,23322,,3896,4277,5856,9852,12157,15203,19110,20725,21444,26345
540710,"Woven fabrics of high-tenacity yarn, nylon, other polyamides or polyesters, incl. monofilament ...",1427,1624,443,474,322,199,188,196,142,275,,14029,12807,10973,13938,16026,20529,19216,19252,17725,22938,,10921,9775,9806,9228,9141,6304,5655,5688,3981,5962
281990,Chromium oxides and hydroxides (excluding chromium trioxide),375,196,224,229,324,186,217,459,138,274,,3395,1948,1982,1195,1260,1257,1373,877,818,1682,,5608,5152,5823,4585,4662,4755,4448,4873,3762,5541
401700,"Hard rubber, e.g. ebonite, in all forms, incl. waste and scrap; articles of hard rubber, n.e.s.",267,319,372,422,309,287,291,524,217,273,,2897,1964,1914,2080,2235,2329,2344,2529,2048,3027,,1968,1750,1904,2109,1127,1331,1064,1119,1163,1527
870911,"Electrical vehicles not fitted with lifting or handling equipment, of the type used in factories, ...",85,85,536,1817,2073,621,519,225,663,271,,14372,13350,18084,16908,18692,18309,22038,29582,22821,11323,,2870,720,4617,4400,3599,1537,2359,1719,2526,2402
441860,"Posts and beams, of wood",0,0,0,460,73,65,8,240,102,270,,444,616,552,786,563,880,582,516,256,450,,232,87,166,738,353,590,426,699,566,5411
290323,"Tetrachloroethylene """"perchloroethylene""""""""",100,189,334,759,339,317,248,129,98,270,,6297,4183,4312,3756,3827,3990,3991,3577,3690,4704,,5920,1014,1188,1672,1474,1291,1353,1286,934,910
370254,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ...""",238,249,51,109,385,665,401,420,331,270,,29420,23104,18030,18797,14671,11753,11223,8716,8586,10696,,604,532,393,443,675,1274,1223,2023,2452,2834
291429,"Cyclanic, cyclenic or cycloterpenic ketones, without other oxygen function (excluding cyclohexanone, ...",13,2,288,980,1546,185,477,218,227,270,,26530,13982,21424,17968,21781,19143,19344,19510,22217,26407,,6283,6670,6840,6433,8228,8401,12482,10451,9278,10928
401490,"Hygienic or pharmaceutical articles, incl. teats, of vulcanised rubber (excluding hard rubber), ...",138,79,160,163,213,169,83,161,189,268,,20306,15316,12534,9811,7099,7749,10239,10276,8051,8525,,7583,7075,9883,7935,7455,5559,3573,5328,4764,4971
620341,"Men's or boys' trousers, bib and brace overalls, breeches and shorts, of wool or fine animal ...",409,223,202,270,208,253,201,303,249,267,,1926,2000,2346,3135,2341,2535,2402,2987,2433,3653,,19403,19741,19873,29100,31840,27784,28104,28414,24003,22193
420330,"Belts and bandoliers, of leather or composition leather",221,127,186,449,401,185,292,269,218,266,,1060,737,645,705,731,482,521,733,654,692,,33875,38860,48530,50133,52277,53537,66027,72994,74141,83558
610442,"Women's or girls' dresses of cotton, knitted or crocheted (excluding petticoats)",164,437,292,87,197,146,194,240,185,266,,1866,1515,2018,1783,2634,2173,1779,1926,1870,1650,,16765,18652,20846,21992,20747,21287,27533,31799,30299,35507
844540,"Textile winding, incl. weft-winding, or reeling machines",11726,8177,3165,1903,9228,3145,863,481,898,266,,625312,734643,592407,403986,297671,449762,553281,579718,548421,661552,,23438,11616,6327,6193,14321,5863,3920,5045,5142,3580
680423,"Millstones, grindstones, grinding wheels and the like, without frameworks, for sharpening, ...",595,489,496,508,492,242,271,304,230,265,,1262,1042,740,764,774,557,415,431,325,372,,960,808,946,970,762,1215,2097,542,372,506
760310,"Powders of aluminium, of non-lamellar structure (excluding pellets of aluminium)",484,382,323,220,216,112,136,4,163,265,,3331,2949,3035,2540,2273,2683,2800,3037,2337,4305,,7139,8957,10478,10155,8116,9480,8561,8260,6038,9363
910811,"Watch movements, complete and assembled, electrically operated, with mechanical display only ...",395,291,168,123,40,96,136,215,222,265,,779890,628336,602596,508788,457331,471434,430504,400402,222106,301948,,2458,2490,1814,1667,1612,1531,1547,1792,1320,1408
620212,"Women's or girls' overcoats, raincoats, car coats, capes, cloaks and similar articles, of cotton ...",252,309,240,306,388,309,225,376,353,265,,2284,2077,2082,2532,3095,2692,3218,3845,3901,5165,,33212,38746,42232,51260,46490,44854,51706,54064,37489,39601
251710,"Pebbles, gravel, broken or crushed stone, for concrete aggregates, for road metalling or for ...",21,7,2,2,9,94,243,140,415,264,,7044,535,895,326,31,925,641,375,157,386,,1793,2157,2611,2772,1996,2866,2872,2757,3213,3497
70993,"Fresh or chilled pumpkins, squash and gourds """"Cucurbita spp.""""""""",0,0,24,0,0,6,0,0,313,262,,559,702,779,992,868,897,949,749,1071,1055,,19795,14796,13959,15410,11442,15066,13630,16694,14434,17898
711039,Rhodium in semi-manufactured forms,6,1,2,3,32,39,30,13,95,262,,4299,7936,2822,2422,6035,993,2932,9629,39135,15388,,201,205,58,52,73,89,96,251,364,684
160554,"Cuttlefish and squid, prepared or preserved (excluding smoked)",200,225,62,71,98,420,526,433,157,262,,8974,8271,9099,8662,9330,10351,13163,12200,11681,15704,,72799,59594,77927,75563,98506,105508,157602,145734,146433,128575
961700,"Vacuum flasks and other vacuum vessels, and parts thereof (excluding glass inners)",188,210,233,263,192,371,258,284,328,261,,52810,45454,53574,49955,64836,50039,45499,38341,30377,27941,,42315,49346,57735,55532,60872,67913,88417,116721,98350,135457
551110,"Yarn containing >= 85% synthetic staple fibres by weight, put up for retail sale (excluding ...",82,14,55,71,49,54,54,494,378,259,,150,199,98,256,479,578,321,201,158,254,,1023,1261,727,1107,867,652,1424,1342,1344,2081
845939,"Boring-milling machines for metals, not numerically controlled (excluding way-type unit head ...",653,996,2283,160,22,1404,71,1100,3,258,,4006,1761,1324,565,586,285,909,1030,184,924,,3576,1036,2811,499,123,1472,98,2414,290,526
730791,Flanges of iron or steel (excluding cast or stainless products),2206,3033,640,1559,532,899,330,514,414,258,,63833,52206,50211,36597,37434,45659,49981,55015,48251,58852,,119645,158799,139365,96957,85808,91397,95517,76190,60825,65805
390750,"Alkyd resins, in primary forms",4652,3630,1911,1371,387,259,214,234,139,256,,14019,11632,10033,7879,8451,8312,8037,5936,5282,6641,,10785,7555,4796,3256,2095,1925,1571,1844,1313,1455
391620,"Monofilament with any cross-sectional dimension of > 1 mm, rods, sticks and profile shapes, ...",220,451,321,201,185,354,256,217,254,254,,5673,2343,1876,1150,1070,1536,4100,2345,3367,5305,,765,1122,1210,2578,4651,11572,9399,7550,7542,13937
940171,"Upholstered seats, with metal frames (excluding seats for aircraft or motor vehicles, swivel ...",1684,1665,1556,1560,1427,482,1276,424,860,253,,3305,3466,3252,3469,5629,5464,4967,4372,3612,5108,,32518,35979,39413,41641,44317,47781,56155,68425,88567,94927
720927,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...""",63,479,220,45,204,28,134,80,382,253,,8325,5469,3829,3355,3069,3682,3721,3581,2100,3079,,910,2251,1920,571,677,150,535,1527,623,1060
551622,"Woven fabrics containing predominantly, but < 85% artificial staple fibres, mixed principally ...",641,333,588,362,578,285,729,887,427,253,,2460,2241,2769,2677,2095,3204,2059,2599,1401,1855,,1522,1388,1085,948,2049,1035,2103,8414,3240,9869
761010,"Doors, windows and their frames and thresholds for door, of aluminium (excluding door furniture)",308,145,305,216,426,476,239,192,258,252,,20419,12089,7527,8050,14775,7613,4958,5200,3900,4485,,5844,4807,4332,8876,8903,11087,15180,22434,30043,46190
392063,"Plates, sheets, film, foil and strip, of non-cellular unsaturated polyesters, not reinforced, ...""",1310,2152,1914,1155,2001,1343,1017,214,264,251,,102054,70695,56927,40679,26468,13034,6586,1776,836,803,,7060,8569,11262,17478,41746,42734,38499,34280,34678,30469
620349,"Men's or boys' trousers, bib and brace overalls, breeches and shorts of textile materials (excluding ...",104,98,98,113,293,131,118,211,170,249,,566,549,589,704,797,614,449,675,665,1042,,14438,15619,9332,12932,15025,15085,17774,21921,20924,22467
845921,"Drilling machines for working metal, numerically controlled (excluding way-type unit head machines)",1478,7728,2801,3605,2619,1503,4057,805,935,249,,489565,225432,143394,49177,32261,23391,32451,34804,15379,19262,,12916,18886,8898,7662,7078,5656,8118,16579,7059,8373
842699,"Ships' derricks; cranes, incl. cable cranes (excluding overhead travelling cranes, transporter ...",7935,1838,3108,2054,3,31,22,1267,2,248,,31526,31957,28406,18376,10930,14675,20091,24918,18210,22544,,205921,101022,106752,73487,34979,43200,16839,22300,9328,8112
852341,"Optical media for the recording of sound or of other phenomena, unrecorded (excluding goods ...",4429,2166,1647,1589,788,383,370,158,230,248,,100379,71300,61192,51366,24147,36737,36118,31747,47407,20785,,15736,10358,8807,6377,4668,3100,3678,3189,2467,2313
843359,"Harvesting machinery for agricultural produce (excluding mowers, haymaking machinery, straw ...",72,299,345,335,734,849,1570,1296,989,247,,8193,2546,4993,4734,4989,4362,9719,8909,7148,5718,,2037,2083,1267,1391,1660,1494,2714,2863,2648,782
903120,"Test benches for motors, generators, pumps, etc.",49,1616,515,198,2074,501,21,85,432,246,,84279,95599,112006,52954,48845,38485,50612,49749,42678,40401,,53910,8190,25319,15165,26973,36780,28304,15419,18122,47719
611710,"Shawls, scarves, mufflers, mantillas, veils and the like, knitted or crocheted",211,167,142,154,200,162,156,219,70,246,,2563,1646,2193,1812,1554,1746,2126,2566,2909,1892,,21863,22482,20747,20097,19738,20931,25334,24774,23065,27384
902890,"Parts and accessories for gas, liquid or electricity supply or production meters, n.e.s.",120,96,107,89,29,98,260,351,261,245,,10127,9972,13581,14216,21139,21722,22249,26133,25339,31453,,13735,22936,25376,21879,22749,16010,14182,20402,14232,33131
570320,"Carpets and other floor coverings, of nylon or other polyamides, tufted """"needle punched"""", ...""",15,6,39,77,103,327,365,154,303,245,,8771,11551,10776,10603,14346,22905,22812,21761,16672,16090,,29713,37492,37369,34290,34029,34099,27883,23282,21275,20167
700510,"Float glass and surface ground or polished glass, in sheets, having an absorbent, reflecting ...",11607,3112,2971,2174,2049,1812,2110,2891,1446,244,,44331,47862,40698,35832,41339,26383,16947,17395,11400,16424,,43259,50105,47066,37613,26740,29037,25942,17765,16371,14610
731021,"Cans of iron or steel, of a capacity of < 50 l, which are to be closed by soldering or crimping ...",80,84,78,70,120,192,180,273,260,244,,2013,1883,4994,10736,8445,8757,7912,8988,7953,8846,,514,574,8523,3104,3059,7514,22070,8186,4803,4866
610343,"Men's or boys' trousers, bib and brace overalls, breeches and shorts of synthetic fibres, knitted ...",83,64,67,25,296,203,120,98,97,244,,276,241,263,912,456,973,1262,1802,1637,2352,,34467,42360,56663,66474,94230,104844,116871,126708,120597,139394
580710,"Labels, badges and similar articles, of textile materials, in the piece, in strips or cut to ...",362,150,394,322,500,278,266,265,198,244,,26582,24559,24552,21065,24479,23036,23937,26433,21169,21937,,3682,4512,4374,3457,3811,4291,4370,4460,3990,5728
846791,"Parts of chainsaws, for working in the hand, with self-contained electric or non-electric motor, ...",539,319,137,145,207,192,191,206,186,243,,8124,7874,9000,26383,30728,42858,48919,41962,49632,61657,,2341,2504,2118,1574,1821,1303,1898,1599,1452,1925
282735,Nickel chloride,185,910,142,160,171,327,212,227,243,243,,3289,2979,3078,2412,2217,2861,3125,3194,2512,4197,,1525,2405,1970,1375,1256,1079,882,1577,919,2425
540246,"Filament yarn of polyester, incl. monofilament of < 67 decitex, single, untwisted or with a ...",197,198,103,167,178,194,248,239,217,242,,79,239,112,101,121,275,234,359,834,503,,67506,103588,129182,95182,82707,81077,76022,79836,47872,51478
940161,"Upholstered seats, with wooden frames (excluding convertible into beds)",21,39,602,318,462,719,459,368,322,242,,4546,4675,6784,6084,7659,9081,11130,11194,10913,15036,,94325,109551,149133,197069,212756,236233,243924,253103,297105,320329
293030,"Thiuram mono-, di- or tetrasulphides",461,384,325,303,353,281,289,290,196,241,,2255,2017,1970,1574,1596,1707,1874,1749,1436,2069,,1632,1741,1936,1761,2204,2735,2657,2206,1575,2470
620920,"Babies' garments and clothing accessories of cotton (excluding knitted or crocheted and hats, ...",28,27,39,19,13,28,151,167,80,240,,164,164,187,443,1203,1096,1544,1174,1098,1199,,13238,11032,12552,9523,9422,9986,9592,7317,6178,8188
291734,"Esters of orthophthalic acid (excluding dioctyl, dinonyl or didecyl orthophthalates)",397,373,208,332,494,280,309,286,251,240,,16523,14306,14167,11651,11232,12946,11493,10923,9564,11455,,29694,25444,28346,24078,21281,29350,29589,15361,16066,30623
620451,Women's or girls' skirts and divided skirts of wool or fine animal hair (excluding knitted ...,142,76,161,160,185,208,211,303,257,240,,820,635,1297,1334,1421,1330,1462,1476,1317,1108,,3762,3586,3929,4239,4725,4772,6564,7218,6922,6812
720299,"Ferro-alloys (excluding ferro-manganese, ferro-silicon, ferro-silico-manganese, ferro-chromium, ...",1176,860,539,1111,208,181,294,250,223,239,,21429,14718,17857,14068,8020,13964,9674,4200,8409,12196,,34791,26896,25832,20685,16333,18470,21175,19821,17443,25229
391731,"Flexible tubes, pipes and hoses, of plastics, burst pressure >= 27,6 MPa",736,507,369,389,352,457,429,342,332,239,,5420,4745,4485,3769,4603,5454,5549,5461,6566,6523,,9594,12968,12060,11563,11576,14040,14050,11972,14788,15935
731821,"Spring washers and other lock washers, of iron or steel",267,202,367,167,304,215,249,376,294,238,,33529,29127,25576,20457,19208,22232,25322,23786,20146,27631,,7349,9451,10919,8982,8469,9953,10663,10673,11177,11211
850133,DC motors and DC generators of an output > 75 kW but <= 375 kW (excl. photovoltaic generators),610,393,601,696,400,146,1014,1317,632,237,,3702,2413,3173,2960,1863,965,2662,4586,2908,1011,,4984,6473,4889,9113,4895,10661,38289,6695,4809,4919
520710,"Cotton yarn containing >= 85% cotton by weight, put up for retail sale (excluding sewing thread)",48,101,144,165,141,82,86,143,212,236,,844,600,661,634,993,492,553,800,613,621,,2006,2262,2073,2537,2426,1934,2661,2309,2706,3299
300339,"Medicaments containing hormones or steroids used as hormones, not containing antibiotics, not ...",502,527,405,568,693,680,669,848,1204,236,,1951,841,2059,2109,1803,3869,4786,4139,4187,2703,,4379,3766,657,1066,1094,767,813,1196,1771,1511
380630,Ester gums,267,354,340,277,207,229,210,155,302,235,,5399,6035,6109,4300,4319,4375,4241,3846,4304,4786,,7322,8110,8221,7397,5477,4803,5495,5326,5907,7215
271311,"Petroleum coke, non-calcined",222,546,1084,1804,7590,3422,2844,545,1504,235,,1324,1403,1068,1704,5880,3470,2566,4405,4915,2186,,136326,50314,102649,89154,82945,171347,157847,114843,40632,47509
740500,"Master alloys of copper (excluding phosphorus-copper compounds copper phosphide"""" containing ...""",158,505,243,46,16,7,124,122,3,234,,6359,4703,5647,4220,2749,4684,4024,2691,2576,2834,,5895,7646,8998,5517,4158,5035,6102,6336,3827,6241
291814,Citric acid,119,110,94,78,38,22,30,20,94,234,,3737,2242,1779,1759,1526,1983,1921,2208,1880,3067,,16027,15529,18567,19209,20519,27438,22979,20096,21798,34590
830160,"Parts of padlocks, locks, clasps and frames with clasps, incorporating locks, of base metal, ...",3308,2936,2338,1198,577,467,568,1000,430,234,,148778,114826,94243,64564,58335,60840,74292,66465,57281,73928,,27361,18008,16470,16381,19157,28207,33300,27731,31660,39157
290629,"Aromatic cyclic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives ...",170,178,743,1201,63,168,168,220,425,233,,8313,4604,4058,5959,9923,11913,15506,19112,17736,18192,,3741,3825,7534,5093,3780,7115,4637,14058,7684,9401
300190,"Dried glands and other organs for organo-therapeutic uses, whether or not powdered; heparin ...",291,143,193,240,100,128,176,187,105,232,,222,53,1298,1133,787,885,664,1566,1539,4079,,48754,44090,49863,59045,60808,60885,63439,82069,81934,79139
