Product code,Product label,Australia's imports from United States of America-Value in 2012,Australia's imports from United States of America-Value in 2013,Australia's imports from United States of America-Value in 2014,Australia's imports from United States of America-Value in 2015,Australia's imports from United States of America-Value in 2016,Australia's imports from United States of America-Value in 2017,Australia's imports from United States of America-Value in 2018,Australia's imports from United States of America-Value in 2019,Australia's imports from United States of America-Value in 2020,Australia's imports from United States of America-Value in 2021,United States of America's exports to world- ,United States of America's exports to world-Value in 2012,United States of America's exports to world-Value in 2013,United States of America's exports to world-Value in 2014,United States of America's exports to world-Value in 2015,United States of America's exports to world-Value in 2016,United States of America's exports to world-Value in 2017,United States of America's exports to world-Value in 2018,United States of America's exports to world-Value in 2019,United States of America's exports to world-Value in 2020,United States of America's exports to world-Value in 2021,Australia's imports from world- ,Australia's imports from world-Value in 2012,Australia's imports from world-Value in 2013,Australia's imports from world-Value in 2014,Australia's imports from world-Value in 2015,Australia's imports from world-Value in 2016,Australia's imports from world-Value in 2017,Australia's imports from world-Value in 2018,Australia's imports from world-Value in 2019,Australia's imports from world-Value in 2020,Australia's imports from world-Value in 2021
420330,"Belts and bandoliers, of leather or composition leather",238,152,147,223,172,91,157,139,150,186,,31210,35558,35067,34396,32416,30110,33206,30588,23330,32963,,22906,22561,23449,22472,22138,24454,29147,31238,19398,25884
110620,"Flour, meal and powder of sago or of roots or tubers of manioc, arrowroot, salep, sweet potatoes ...",69,65,78,235,141,89,152,191,237,186,,1708,3898,4575,5550,5630,5262,9111,9169,9930,10612,,451,805,1341,1507,1176,1445,1562,1704,1428,1807
741300,"Stranded wire, cables, plaited bands and the like, of copper (excluding electrically insulated ...",212,305,464,188,257,362,305,274,253,186,,447760,468606,480836,424197,339702,380610,432059,354373,266005,377986,,4019,3423,5215,2856,2323,6734,9755,7240,11840,10652
121221,"Seaweeds and other algae, fresh, chilled, frozen or dried, whether or not ground, fit for human ...",194,265,196,286,131,143,175,299,215,186,,12548,15335,15673,14439,11418,11457,11169,11618,15762,19844,,16244,19654,19023,21259,18950,26059,24992,22336,22776,22970
620530,"Men's or boys' shirts of man-made fibres (excluding knitted or crocheted, nightshirts, singlets ...",1125,134,138,185,134,156,199,88,68,186,,31637,30877,34002,36129,33308,34239,34257,33760,25186,28096,,45993,44517,42789,43595,36468,38964,42436,41421,36014,43391
480257,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",1530,2114,1752,1281,633,558,256,89,173,185,,89067,67226,59773,51279,45471,42331,47257,41859,28156,30920,,48674,46365,37804,32396,31326,32065,23436,19073,17889,23379
630493,"Articles for interior furnishing, of synthetic fibres (excluding knitted or crocheted, blankets ...",52,65,120,127,138,128,109,49,94,185,,7920,8806,9398,9845,9724,12344,11796,10764,11120,14135,,18549,17898,16317,18456,18323,17673,18295,17509,17067,21680
960910,"Pencils and crayons, with leads encased in a rigid sheath",520,430,258,490,296,187,184,90,169,185,,23905,22835,20852,22811,26342,22258,18774,19296,19558,19908,,20110,23317,23537,28270,31036,20775,20380,20477,22312,25169
320490,"Synthetic organic products of a kind used as luminophores, whether or not chemically defined",161,250,199,208,330,282,370,340,545,184,,37540,95034,157700,165383,153295,235727,180543,220095,212363,268922,,834,631,822,818,668,550,888,839,1126,975
291814,Citric acid,317,541,195,197,201,113,176,148,195,184,,56582,58516,38010,30140,35866,36823,34624,34938,30625,35731,,9285,10045,9857,8950,8309,13464,10575,9183,8533,14672
481014,"Paper and paperboard used for writing, printing or other graphic purposes, not containing fibres ...",29,31,39,56,21,15,52,254,55,183,,28360,28268,21058,18548,12892,12020,11701,11882,8108,8346,,1994,1441,1052,1103,628,1809,1590,1051,471,552
680610,"Slag-wool, rock-wool and similar mineral wools, incl. intermixtures thereof, in bulk, sheets ...",562,717,1276,2316,950,725,358,356,263,183,,64203,66541,88590,84708,72895,71723,86417,78776,64924,90655,,6667,8668,9187,9588,9844,9784,9457,8077,7305,9611
670411,Complete wigs of synthetic textile materials,262,312,242,179,203,245,186,214,254,183,,10164,10146,12013,13396,14621,15355,15429,14534,14041,15484,,1820,2327,1789,1653,1558,1465,1762,1930,1504,2182
741533,"Screws, bolts, nuts and similar articles, threaded, of copper (other than screw hooks, ring- ...",78,44,78,60,111,98,147,179,169,183,,31659,37030,36519,32285,31993,34771,37562,40002,31167,39519,,3040,3400,3668,3055,2738,2624,3219,3215,2568,4068
380190,"Preparations based on graphite or other carbon in the form of pastes, blocks, plates or other ...",527,638,1493,611,279,185,214,146,184,183,,98184,75648,22327,16646,18446,17682,21766,22752,19549,19134,,3248,3215,4076,2870,2117,1730,1841,1949,1554,1188
721090,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",507,307,481,303,0,73,258,225,81,182,,100732,99791,105082,87282,87890,82673,85135,53631,45179,55584,,3663,3102,4565,4821,6265,13605,11348,11676,10280,7827
820140,"Axes, billhooks and similar hewing tools, with working parts of base metal (excluding ice axes)",17,48,73,87,64,99,59,94,121,182,,5714,7661,8234,7364,5488,5421,5005,5453,7146,5783,,2449,2724,3072,2865,3051,3605,2936,2798,3683,5094
910599,"Clocks (excluding electrically operated, wrist-watches, pocket-watches and other watches of ...",247,96,93,63,78,38,129,99,107,182,,3885,4840,4017,12374,3973,3922,2047,2579,1344,1894,,2163,2094,2050,1912,1452,1086,1319,1256,2390,2780
130190,"Lac; natural gums, resins, gum-resins, balsams and other natural oleoresins (excluding gum ...",35,28,7,124,133,28,25,71,321,182,,21584,22595,22278,21784,19450,21795,20364,20357,24814,20107,,3691,2695,1855,4497,1364,1600,2122,3162,3494,4653
841960,Machinery for liquefying air or other gases,740,104742,38008,43442,41455,352,158,52,79,182,,173937,137203,147878,115763,52588,58148,60520,75914,147584,103604,,6290,245599,171878,130828,98682,6118,2617,1059,3585,1001
560790,"Twine, cordage, ropes and cables, whether or not plaited or braided and whether or not impregnated, ...",109,127,76,105,72,171,115,59,66,180,,19628,20104,21172,18415,19024,18361,15274,13266,15001,13913,,1570,2170,2088,2330,2287,3973,2669,3592,3992,5192
470693,"Semi-chemical pulp of fibrous cellulosic material (excluding that of bamboo, wood, cotton linters ...",3,0,4,0,0,0,0,0,64,180,,336,1464,2718,2789,2557,3273,6231,6539,7222,7315,,6,16,57,41,0,2,0,30,166,212
210111,"Extracts, essences and concentrates, of coffee",334,136,20,361,289,1675,1019,723,635,179,,118742,105831,93290,89809,109133,114666,120534,122851,109211,105400,,158047,109083,108182,113623,110758,125280,134986,134405,139100,137005
560129,Wadding of textile materials and articles thereof (excluding of cotton or man-made fibres; ...,195,80,147,210,117,182,140,48,145,179,,1149,2386,3835,1666,902,2108,3249,2108,1396,2213,,832,466,387,298,246,258,241,95,273,255
960610,"Press-fasteners, snap-fasteners and press studs and parts therefor",41,84,99,84,130,84,91,159,116,179,,28408,25086,33056,26037,29139,30974,31181,32378,26263,27718,,519,616,542,559,642,475,608,471,604,557
850163,"AC generators """"alternators"""", of an output > 375 kVA but <= 750 kVA (excl. photovoltaic  ...""",437,303,207,201,16,0,30,44,84,179,,84797,29749,31085,44543,88432,153808,51686,122837,170144,127265,,1605,2072,1219,676,249,268,266,390,336,1053
340420,"Poly""""oxyethylene"""" [polyethylene glycol] waxes""""",406,399,292,198,81,345,188,135,366,179,,72766,79153,38174,15496,15655,16039,18936,14147,16371,17886,,1823,2360,2690,2311,1516,1570,1414,1500,1985,2163
820210,"Handsaws, with working parts of base metal (excluding power-operated saws)",327,332,361,282,186,159,172,113,129,179,,15477,12966,14253,11543,11790,10098,10155,8398,9115,8775,,8039,7784,8039,7092,6394,6784,6721,5777,6357,7697
293329,"Heterocyclic compounds with nitrogen hetero-atom[s] only, containing an unfused imidazole ring, ...",1450,1406,526,183,249,572,234,314,197,178,,71905,64325,60570,67906,40030,357256,149858,56774,84990,91557,,14746,13850,10258,9058,11464,8260,5921,4890,6116,5376
551529,"Woven fabrics containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, ...",274,394,502,253,154,71,211,142,250,178,,15089,22134,31752,30513,17783,30659,32496,35984,20608,35440,,436,465,576,314,209,101,230,176,307,338
721230,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",314,539,401,614,664,550,665,705,419,178,,104117,97939,103668,106155,104542,110551,131684,126192,114440,153948,,8308,4833,6124,4178,6728,7393,5174,8429,4206,17748
293219,"Heterocyclic compounds with oxygen hetero-atom[s] only, containing an unfused furan ring, ...""",145,157,56,63,432,79,139,95,87,178,,23880,47993,47764,41250,71939,81163,56024,58097,58139,55472,,2436,3298,2088,2516,2928,608,809,954,6385,5281
621290,"Corsets, braces, garters, suspenders and similar articles and parts thereof, incl. parts of ...",117,518,178,178,280,778,183,264,114,177,,14321,18451,23180,26250,17829,13501,15664,14192,33088,62988,,5422,6320,6953,5740,6788,7263,7508,9044,6568,7791
570249,"Carpets and other floor coverings, of vegetable textile materials or coarse animal hair, woven, ...""",57,87,98,95,145,78,16,198,142,177,,3839,4953,3478,2501,3198,3110,3551,4456,4272,6591,,6633,7082,6796,9004,9410,8313,6122,5589,5986,7212
630619,"Tarpaulins, awnings and sunblinds of textile materials (excluding of synthetic fibres and flat ...",211,199,208,169,286,220,215,188,51,177,,4057,7993,7366,3848,4583,3776,4618,5159,3822,5500,,4187,2964,3198,4763,10496,7336,11399,7639,12633,16882
370710,"Sensitising emulsions """"for photographic uses""""""""",225,201,166,177,165,170,188,173,134,177,,16244,14280,14744,13427,14560,15005,13719,15830,16199,22215,,331,290,241,267,238,250,285,254,203,267
620444,Women's or girls' dresses of artificial fibres (excluding knitted or crocheted and petticoats),284,512,558,454,336,355,245,302,138,176,,18267,23318,27156,25882,29555,27708,24414,27182,17464,16903,,27457,37083,47463,58559,67829,77882,81460,84545,79087,93727
560392,"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s., weighing > 25 ...",2393,1737,1514,1765,1952,1613,1332,611,133,175,,194081,204828,241067,263004,230636,238242,218951,200307,201020,211068,,4655,3595,4693,6895,6656,7161,8946,8351,11399,9418
830130,"Locks used for furniture, of base metal",105,190,61,117,18,61,95,222,187,174,,8377,10640,13591,14219,13302,13121,13858,15172,12839,15633,,2236,3955,2573,2866,2546,3864,5473,4798,3913,6719
290711,"Phenol """"hydroxybenzene"""" and its salts""""",0,0,0,89,89,111,78,98,34,174,,793965,607042,546878,368723,310244,329445,351217,212005,230159,286894,,0,0,0,9335,8115,8596,12764,8764,8713,12764
481099,"Paper and paperboard, coated on one or both sides with kaolin """"China clay"""" or other inorganic ...""",5759,3974,2724,2405,1101,854,518,242,180,173,,38502,41683,41505,47395,53965,43490,66888,91934,96894,113870,,14395,14058,17872,17233,14094,11001,13383,12558,14073,9011
750400,"Powders and flakes, of nickel (excluding nickel oxide sinters)",313,287,345,415,266,228,251,184,130,172,,58816,62114,64499,58476,58975,57106,66973,67961,63570,72274,,2173,1646,1282,1155,1240,1509,2770,1778,1877,1726
270400,"Coke and semi-coke of coal, of lignite or of peat, whether or not agglomerated; retort carbon",1,9,17,41,3,32,152,167,104,172,,196081,185536,233221,197108,216924,280441,300539,270247,178942,521133,,3253,16735,23024,27528,18291,51627,98250,91351,57241,113640
190540,"Rusks, toasted bread and similar toasted products",834,563,297,255,56,120,126,69,431,172,,32941,34216,37552,40870,39931,47476,50587,46282,52563,56097,,10381,8933,8272,8691,7947,12142,18659,17290,19718,20301
441700,"Tools, tool bodies, tool handles, broom or brush bodies and handles, of wood; boot or shoe ...",272,239,190,118,71,102,146,193,122,172,,44791,31170,28239,40340,45811,50165,33146,33742,23006,27263,,2187,2034,2355,2391,1771,1809,2038,1660,1711,1807
902140,Hearing aids (excluding parts and accessories),1911,1046,729,887,855,692,482,419,190,170,,236400,298287,291242,328642,287959,337886,425878,439339,367844,491042,,86467,98969,70697,84408,90835,90630,94125,92130,91672,113048
480890,"Paper and paperboard, creped, crinkled, embossed or perforated, in rolls of a width > 36 cm ...",250,349,196,158,239,287,122,138,135,169,,47304,43799,22140,20892,36382,30719,20027,23157,12657,14379,,1916,3123,2340,1090,1420,1463,1234,1057,849,1419
284210,"Double or complex silicates of inorganic acids or peroxoacids, incl. aluminosilicates whether ...",193,169,241,226,248,266,245,288,284,168,,59376,100285,106898,127349,135724,150260,140849,155946,134215,116138,,865,707,870,1196,945,2119,992,851,1132,1870
400220,"Butadiene rubber """"BR"""", in primary forms or in plates, sheets or strip""""",316,181,330,344,91,25,176,71,34,168,,949247,657837,616531,445010,499732,593671,507494,428291,259441,444848,,13478,10816,9246,4739,4791,11249,9527,6119,4189,5058
520832,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 100 g to 200 ...",131,94,121,118,172,54,82,145,82,167,,4554,5598,5967,5348,4434,4037,3962,3488,3933,3404,,9144,5728,5487,4749,3629,3431,3567,2976,10927,17151
200880,"Strawberries, prepared or preserved, whether or not containing added sugar or other sweetening ...",31,23,31,19,20,43,28,10,37,167,,14944,11055,13835,15375,16521,15293,16272,14884,12430,11406,,1735,1697,2062,2035,1479,1122,1371,2024,2573,2319
842099,"Parts for calendering or rolling machines, n.e.s. (other than for metals or glass and excluding ...",239,169,206,289,175,188,148,152,100,167,,15582,22149,19010,30585,18517,17981,19660,25214,22663,20118,,1603,13719,2019,1219,775,781,1114,1020,803,872
170220,"Maple sugar, in solid form, and maple syrup (excluding flavoured or coloured)",548,1221,1830,1991,422,220,233,315,156,166,,21444,25699,25618,26417,29777,26769,25927,27116,27880,25762,,8770,10454,12129,13279,12778,15602,14962,16119,19557,19687
620439,"Women's or girls' jackets and blazers of textile materials (excluding of wool, fine animal ...",184,219,168,177,152,134,114,189,160,166,,5322,6116,4054,5478,5365,4402,4849,4150,38440,65527,,17453,17347,13949,14030,12844,14748,20686,22812,18771,22102
382491,"Mixtures and preparations consisting mainly of """"5-ethyl-2-methyl-2-oxido-1,3,2-dioxaphosphinan-5-yl""""methyl ...""",0,0,0,0,0,853,819,162,136,165,,0,0,0,0,0,194618,256621,228947,195483,144564,,0,0,0,0,0,2241,2134,900,657,539
845961,"Milling machines for metals, numerically controlled (excluding way-type unit head machines, ...",1225,432,595,711,463,1811,601,228,184,164,,51511,24247,48548,31345,15306,30796,43812,21260,22171,31513,,8555,7484,3059,4335,3947,5491,4500,7236,3846,3355
151610,"Animal fats and oils and their fractions, partly or wholly hydrogenated, inter-esterified, ...",4,7,4,1,9,16,0,250,122,164,,5096,3828,4606,3508,2371,3327,3754,4050,10644,12411,,1238,1465,2067,1126,14,24,353,5425,5957,8596
621112,Women's or girls' swimwear (excluding knitted or crocheted),79,70,93,145,104,101,253,134,177,163,,7634,5716,12700,11930,7193,6618,4962,6435,5005,5182,,7644,7555,7141,8013,4297,5310,5161,4106,3348,7468
90230,"Black fermented tea and partly fermented tea, whether or not flavoured, in immediate packings ...",287,385,344,196,162,235,56,95,80,163,,45032,52685,62439,60410,76873,76605,68905,58618,45622,48612,,87158,91526,92728,83166,77705,83561,80390,84196,82569,87197
281290,Halides and halide oxides of non-metals (excluding chlorides and chloride oxides),1287,61,56,1255,947,2377,1065,172,63,163,,95401,87095,53780,50836,45367,42731,39665,54313,75209,71745,,4264,164,135,1445,976,2486,1154,396,758,1569
290960,"Alcohol peroxides, ether peroxides, acetal and hemiacetal peroxides, ketone peroxides and their ...",186,222,165,281,469,283,416,343,216,163,,39614,37398,54231,49276,57653,56295,64302,58965,57637,63393,,2666,2402,2078,1535,1395,1274,1541,1118,987,1053
760120,Unwrought aluminium alloys,923,7,177,12,171,143,121,60,126,162,,967723,1042185,1119176,992727,797644,956927,1312083,926306,726374,1151112,,49246,106394,121677,116539,100701,104448,115048,105089,99454,188932
360100,Propellent powders,198,265,729,626,1332,346,625,128,23,161,,114142,102358,112190,124335,132003,91119,72441,64008,67766,85504,,1068,617,1044,847,1381,726,759,276,146,161
640291,"Footwear covering the ankle, with outer soles and uppers of rubber or plastics (excluding waterproof ...",310,142,145,260,104,79,150,279,93,161,,27275,36353,33995,35363,33825,34940,29245,29042,20037,21433,,43600,47436,44921,42932,42871,42067,39181,39976,26663,33858
90210,Green tea in immediate packings of <= 3 kg,404,383,251,428,311,353,248,127,149,161,,23819,24375,25000,26497,27445,33786,31463,30481,26333,27235,,8870,10785,11206,12585,10707,10501,14906,12474,11159,12440
740200,"Copper, unrefined; copper anodes for electrolytic refining",214,93,42,31,18,134,1364,9,161,161,,75689,66666,60560,48120,41077,46732,42664,39275,33775,89185,,755158,584339,491761,313992,153929,2463,13333,31986,7651,51160
620431,"Women's or girls' jackets and blazers of wool or fine animal hair (excluding knitted or crocheted, ...",65,66,118,100,55,90,92,185,96,161,,5576,5366,6175,5701,5968,4517,5373,7358,5489,5224,,9621,10125,8628,8736,8629,8665,8835,10930,9873,12179
442090,"Wood marquetry and inlaid wood; caskets and cases for jewellery or cutlery, and similar articles, ...",838,245,411,107,245,134,197,74,50,160,,28328,27723,26488,44893,109763,54537,30109,25227,20669,21757,,13916,15482,15471,15380,13940,14227,16776,16590,14972,18565
40811,"Dried egg yolks, whether or not sweetened",286,194,489,303,86,57,0,321,303,160,,22583,17916,22324,20788,18129,22605,24727,28886,24342,18617,,582,354,1024,861,650,295,104,466,676,748
853339,"Wirewound variable electrical resistors, incl. rheostats and potentiometers, for a power handling ...",43,142,87,98,306,142,155,110,55,160,,16635,14639,16752,12436,11491,13693,11608,12057,8102,9663,,1598,597,815,622,916,1525,1582,766,495,580
300339,"Medicaments containing hormones or steroids used as hormones, not containing antibiotics, not ...",0,3,1,6,64,1,0,0,1,159,,240430,326223,230544,243993,239540,267915,166060,169536,179897,276577,,12,18,8,75,89,41,107,98,38,295
852721,"Radio-broadcast receivers not capable of operating without an external source of power, of ...",3032,13710,380,366,1502,228,795,339,190,158,,829275,823841,898431,1015413,1001134,1064055,1004398,865645,614442,489643,,155275,137835,102906,99962,86628,54613,34507,24861,20252,18414
401213,"Retreaded pneumatic tyres, of rubber, of a kind used on aircraft",740,219,570,355,663,553,306,427,161,157,,0,0,0,0,0,0,0,0,0,0,,5067,4213,5511,4965,4799,5107,5369,5211,2553,3317
